code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,submitted_count,mean_score,on_time_rate,assessment_type_count,available_assessments,total_clicks,active_days,activity_type_count,submission_ratio,persisted,imd_num,Disabled,Low-IMD,Low prior education,Repeat attempt,signature,adverse_outcome
BBB,2014B,622974,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-89.0,,11.0,74.9090909090909,0.45454545454545453,2.0,12,383.0,23.0,7.0,0.9166666666666666,1,20.0,False,True,False,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,622982,F,South East Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-72.0,,11.0,89.0909090909091,0.5454545454545454,2.0,12,1152.0,74.0,8.0,0.9166666666666666,1,80.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623001,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-94.0,202.0,3.0,67.33333333333333,0.3333333333333333,1.0,12,37.0,7.0,7.0,0.25,0,80.0,False,False,False,False,low|broad|partial|mostly_late|withdrew,1
BBB,2014B,623055,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-89.0,,10.0,87.8,0.5,2.0,12,3693.0,154.0,8.0,0.8333333333333334,1,20.0,True,True,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623069,M,Scotland,Lower Than A Level,10-20,0-35,0,60,Y,Fail,-30.0,,1.0,69.0,1.0,1.0,12,64.0,5.0,6.0,0.08333333333333333,1,10.0,True,True,True,False,low|broad|partial|mostly_on_time|persisted,1
BBB,2014B,623104,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-103.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,70.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,623168,F,East Midlands Region,HE Qualification,30-40%,0-35,0,120,N,Pass,-102.0,,11.0,72.54545454545455,0.5454545454545454,2.0,12,678.0,91.0,7.0,0.9166666666666666,1,30.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623169,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-24.0,,11.0,66.45454545454545,0.5454545454545454,2.0,12,339.0,40.0,7.0,0.9166666666666666,1,90.0,False,False,True,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623177,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-100.0,,7.0,74.85714285714286,0.2857142857142857,2.0,12,432.0,26.0,8.0,0.5833333333333334,1,70.0,False,False,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2014B,623240,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,-69.0,,11.0,87.9090909090909,0.5454545454545454,2.0,12,787.0,35.0,7.0,0.9166666666666666,1,40.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623295,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-78.0,,11.0,56.72727272727273,0.45454545454545453,2.0,12,123.0,17.0,7.0,0.9166666666666666,1,60.0,False,False,False,False,medium|broad|complete|mostly_late|persisted,1
BBB,2014B,623321,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-100.0,,8.0,84.0,0.5,2.0,12,453.0,64.0,8.0,0.6666666666666666,1,90.0,False,False,True,False,medium|broad|partial|mostly_on_time|persisted,1
BBB,2014B,623333,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-30.0,,10.0,69.1,0.4,2.0,12,559.0,74.0,7.0,0.8333333333333334,1,60.0,False,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,623392,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,-99.0,-71.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2014B,623406,F,West Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-36.0,,6.0,57.666666666666664,0.16666666666666666,2.0,12,550.0,41.0,7.0,0.5,1,50.0,False,False,True,False,high|broad|partial|mostly_late|persisted,0
BBB,2014B,623548,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-100.0,-29.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,623603,F,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Fail,-35.0,,6.0,65.83333333333333,0.3333333333333333,2.0,12,146.0,16.0,6.0,0.5,1,40.0,False,False,True,False,medium|broad|partial|mostly_late|persisted,1
BBB,2014B,623622,F,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-79.0,,8.0,80.625,0.125,2.0,12,198.0,17.0,7.0,0.6666666666666666,1,50.0,False,False,True,False,medium|broad|partial|mostly_late|persisted,0
BBB,2014B,623651,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-88.0,-26.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,70.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2014B,623654,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-100.0,,11.0,94.18181818181819,0.5454545454545454,2.0,12,613.0,45.0,7.0,0.9166666666666666,1,80.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623660,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,-85.0,,11.0,70.81818181818181,0.36363636363636365,2.0,12,1437.0,78.0,8.0,0.9166666666666666,1,10.0,False,True,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,623821,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail,-61.0,,3.0,72.33333333333333,0.3333333333333333,2.0,12,405.0,19.0,7.0,0.25,1,10.0,False,True,True,False,medium|broad|partial|mostly_late|persisted,1
BBB,2014B,623845,F,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-58.0,,11.0,64.45454545454545,0.2727272727272727,2.0,12,555.0,54.0,8.0,0.9166666666666666,1,70.0,False,False,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,623857,F,Wales,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-50.0,,11.0,78.45454545454545,0.5454545454545454,2.0,12,863.0,78.0,7.0,0.9166666666666666,1,60.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,1
BBB,2014B,623882,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-92.0,,10.0,79.5,0.5,2.0,12,232.0,17.0,7.0,0.8333333333333334,1,30.0,False,False,True,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,623911,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-32.0,,4.0,51.25,0.5,2.0,12,74.0,16.0,5.0,0.3333333333333333,1,40.0,False,False,True,False,low|moderate|partial|mostly_on_time|persisted,1
BBB,2014B,623914,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,-96.0,-79.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,80.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2014B,623935,F,South Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-87.0,,10.0,70.8,0.3,2.0,12,345.0,65.0,7.0,0.8333333333333334,1,20.0,False,True,False,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,624011,F,South West Region,HE Qualification,10-20,0-35,0,120,N,Pass,-50.0,,11.0,80.27272727272727,0.36363636363636365,2.0,12,540.0,70.0,7.0,0.9166666666666666,1,10.0,False,True,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,624046,F,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-96.0,,9.0,71.11111111111111,0.6666666666666666,2.0,12,388.0,30.0,7.0,0.75,1,80.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624069,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-94.0,,11.0,90.0,0.5454545454545454,2.0,12,146.0,22.0,6.0,0.9166666666666666,1,50.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624196,F,Scotland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-68.0,,10.0,86.7,0.5,2.0,12,1315.0,112.0,8.0,0.8333333333333334,1,90.0,False,False,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624202,F,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-81.0,-36.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2014B,624298,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-95.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,False,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,624306,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-95.0,,8.0,83.25,0.375,2.0,12,262.0,28.0,7.0,0.6666666666666666,1,90.0,False,False,True,False,medium|broad|partial|mostly_late|persisted,0
BBB,2014B,624341,F,Scotland,HE Qualification,60-70%,0-35,0,120,N,Withdrawn,-35.0,-3.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,60.0,False,False,False,False,none|none|none|none|withdrew,1
BBB,2014B,624350,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-95.0,49.0,1.0,52.0,1.0,1.0,12,41.0,2.0,5.0,0.08333333333333333,0,10.0,False,True,True,False,low|moderate|partial|mostly_on_time|withdrew,1
BBB,2014B,624406,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,-36.0,,11.0,95.27272727272727,0.5454545454545454,2.0,12,9041.0,225.0,8.0,0.9166666666666666,1,90.0,False,False,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624411,M,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-87.0,-53.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,20.0,False,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,624415,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-82.0,,10.0,71.1,0.4,2.0,12,161.0,20.0,7.0,0.8333333333333334,1,10.0,False,True,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,624427,F,London Region,Lower Than A Level,10-20,35-55,0,120,Y,Withdrawn,-69.0,-3.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,True,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,624514,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,-86.0,191.0,8.0,68.375,0.375,2.0,12,269.0,24.0,7.0,0.6666666666666666,0,40.0,False,False,False,False,medium|broad|partial|mostly_late|withdrew,1
BBB,2014B,624518,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-82.0,-7.0,0.0,0.0,0.0,0.0,12,54.0,4.0,5.0,0.0,0,0.0,False,True,False,False,low|moderate|none|none|withdrew,1
BBB,2014B,624544,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn,-89.0,11.0,1.0,63.0,1.0,1.0,12,68.0,4.0,6.0,0.08333333333333333,0,0.0,True,True,False,False,low|broad|partial|mostly_on_time|withdrew,1
BBB,2014B,624549,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-86.0,-23.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,False,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,624567,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-64.0,,2.0,76.5,0.5,1.0,12,4.0,2.0,2.0,0.16666666666666666,1,20.0,False,True,False,False,low|narrow|partial|mostly_on_time|persisted,1
BBB,2014B,624572,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,-64.0,-15.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2014B,624592,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Pass,-81.0,,11.0,68.36363636363636,0.5454545454545454,2.0,12,315.0,28.0,7.0,0.9166666666666666,1,10.0,False,True,True,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624598,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Fail,-82.0,,3.0,74.0,0.6666666666666666,2.0,12,68.0,5.0,5.0,0.25,1,10.0,False,True,False,False,low|moderate|partial|mostly_on_time|persisted,1
BBB,2014B,624604,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,-82.0,,3.0,67.33333333333333,0.6666666666666666,2.0,12,19.0,2.0,2.0,0.25,1,20.0,False,True,False,False,low|narrow|partial|mostly_on_time|persisted,1
BBB,2014B,624653,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-71.0,,9.0,86.88888888888889,0.5555555555555556,2.0,12,430.0,34.0,7.0,0.75,1,30.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624661,F,Ireland,Lower Than A Level,10-20,0-35,0,60,Y,Pass,-51.0,,11.0,82.81818181818181,0.09090909090909091,2.0,12,327.0,30.0,8.0,0.9166666666666666,1,10.0,True,True,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,624663,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-93.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,30.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,624673,F,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-79.0,96.0,4.0,80.25,0.5,2.0,12,128.0,21.0,8.0,0.3333333333333333,0,10.0,False,True,True,False,medium|broad|partial|mostly_on_time|withdrew,1
BBB,2014B,624674,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-80.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,60.0,False,False,True,False,none|none|none|none|persisted,1
BBB,2014B,624677,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-94.0,,1.0,43.0,0.0,1.0,12,14.0,6.0,4.0,0.08333333333333333,1,20.0,False,True,False,False,low|moderate|partial|mostly_late|persisted,1
BBB,2014B,624704,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-52.0,,5.0,71.0,0.6,2.0,12,25.0,4.0,5.0,0.4166666666666667,1,30.0,False,False,True,False,low|moderate|partial|mostly_on_time|persisted,1
BBB,2014B,624722,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-79.0,,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,1,0.0,False,True,True,False,none|none|none|none|persisted,1
BBB,2014B,624734,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-94.0,169.0,7.0,85.14285714285714,0.42857142857142855,2.0,12,103.0,12.0,7.0,0.5833333333333334,0,60.0,False,False,False,False,medium|broad|partial|mostly_late|withdrew,1
BBB,2014B,624738,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-64.0,,11.0,79.63636363636364,0.5454545454545454,2.0,12,738.0,59.0,7.0,0.9166666666666666,1,10.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624743,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-86.0,-7.0,0.0,0.0,0.0,0.0,12,29.0,2.0,5.0,0.0,0,90.0,False,False,False,False,low|moderate|none|none|withdrew,1
BBB,2014B,624799,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Fail,-93.0,,5.0,78.2,0.4,2.0,12,171.0,13.0,7.0,0.4166666666666667,1,90.0,True,False,False,False,medium|broad|partial|mostly_late|persisted,1
BBB,2014B,624847,F,North Western Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-71.0,,11.0,74.18181818181819,0.5454545454545454,2.0,12,423.0,33.0,8.0,0.9166666666666666,1,80.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,624879,F,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,Y,Withdrawn,-89.0,123.0,3.0,82.66666666666667,0.6666666666666666,2.0,12,23.0,2.0,3.0,0.25,0,30.0,True,False,False,False,low|moderate|partial|mostly_on_time|withdrew,1
BBB,2014B,624950,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-88.0,-25.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0.0,False,True,False,False,none|none|none|none|withdrew,1
BBB,2014B,624972,F,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-79.0,,11.0,72.27272727272727,0.36363636363636365,2.0,12,186.0,19.0,7.0,0.9166666666666666,1,90.0,False,False,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,624997,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-73.0,,6.0,80.0,0.6666666666666666,2.0,12,173.0,31.0,7.0,0.5,1,50.0,False,False,False,False,medium|broad|partial|mostly_on_time|persisted,0
BBB,2014B,625021,F,South Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-92.0,,11.0,85.45454545454545,0.5454545454545454,2.0,12,1019.0,69.0,7.0,0.9166666666666666,1,10.0,False,True,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625024,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-92.0,,11.0,88.36363636363636,0.45454545454545453,2.0,12,438.0,47.0,8.0,0.9166666666666666,1,70.0,False,False,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,625027,F,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-89.0,,0.0,0.0,0.0,0.0,12,8.0,1.0,2.0,0.0,1,50.0,False,False,True,False,low|narrow|none|none|persisted,1
BBB,2014B,625071,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-31.0,,10.0,81.2,0.5,2.0,12,433.0,49.0,7.0,0.8333333333333334,1,90.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625087,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Fail,-50.0,,6.0,72.16666666666667,0.3333333333333333,2.0,12,657.0,47.0,8.0,0.5,1,70.0,False,False,False,False,high|broad|partial|mostly_late|persisted,1
BBB,2014B,625094,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-57.0,,10.0,87.4,0.5,2.0,12,368.0,53.0,7.0,0.8333333333333334,1,0.0,False,True,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625124,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-29.0,,11.0,70.45454545454545,0.5454545454545454,2.0,12,973.0,63.0,8.0,0.9166666666666666,1,20.0,False,True,False,False,high|broad|complete|mostly_on_time|persisted,1
BBB,2014B,625167,F,Wales,Lower Than A Level,10-20,0-35,0,60,N,Pass,-29.0,,9.0,60.333333333333336,0.5555555555555556,2.0,12,341.0,28.0,8.0,0.75,1,10.0,False,True,True,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625173,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-89.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,10.0,False,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,625180,F,South Region,HE Qualification,50-60%,0-35,0,60,N,Fail,-31.0,,6.0,49.333333333333336,0.5,1.0,12,2.0,1.0,1.0,0.5,1,50.0,False,False,False,False,low|narrow|partial|mostly_on_time|persisted,1
BBB,2014B,625185,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-71.0,,10.0,91.5,0.4,2.0,12,661.0,62.0,8.0,0.8333333333333334,1,10.0,False,True,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,625202,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-89.0,-67.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625214,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-89.0,34.0,2.0,68.5,1.0,1.0,12,95.0,13.0,6.0,0.16666666666666666,0,50.0,False,False,True,False,low|broad|partial|mostly_on_time|withdrew,1
BBB,2014B,625249,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-82.0,,10.0,66.5,0.3,2.0,12,446.0,64.0,7.0,0.8333333333333334,1,40.0,False,False,True,False,medium|broad|complete|mostly_late|persisted,0
BBB,2014B,625251,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-89.0,,10.0,82.2,0.5,2.0,12,906.0,43.0,7.0,0.8333333333333334,1,80.0,False,False,True,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625295,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-52.0,,4.0,75.75,0.0,2.0,12,17.0,2.0,3.0,0.3333333333333333,1,0.0,False,True,False,False,low|moderate|partial|mostly_late|persisted,1
BBB,2014B,625301,F,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Fail,-57.0,,2.0,50.0,0.0,1.0,12,5.0,2.0,1.0,0.16666666666666666,1,0.0,False,True,False,False,low|narrow|partial|mostly_late|persisted,1
BBB,2014B,625307,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-87.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,30.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625383,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-72.0,,10.0,78.88888888888889,0.4,2.0,12,538.0,41.0,7.0,0.8333333333333334,1,30.0,False,False,True,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,625390,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-52.0,,11.0,79.72727272727273,0.5454545454545454,2.0,12,363.0,26.0,7.0,0.9166666666666666,1,60.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625444,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-73.0,,11.0,88.0,0.5454545454545454,2.0,12,407.0,45.0,7.0,0.9166666666666666,1,80.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625465,F,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-29.0,-19.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,20.0,False,True,True,False,none|none|none|none|withdrew,1
BBB,2014B,625477,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-67.0,,10.0,86.8,0.5,2.0,12,681.0,51.0,8.0,0.8333333333333334,1,30.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625478,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,Fail,-88.0,,0.0,0.0,0.0,0.0,12,18.0,4.0,4.0,0.0,1,40.0,False,False,True,False,low|moderate|none|none|persisted,1
BBB,2014B,625493,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,-88.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,True,False,False,False,none|none|none|none|withdrew,1
BBB,2014B,625511,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-85.0,-22.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,90.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625514,M,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Pass,-89.0,,11.0,76.27272727272727,0.5454545454545454,2.0,12,446.0,24.0,7.0,0.9166666666666666,1,50.0,False,False,False,False,medium|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625578,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,-78.0,73.0,2.0,82.5,0.5,2.0,12,136.0,11.0,5.0,0.16666666666666666,0,20.0,False,True,True,False,medium|moderate|partial|mostly_on_time|withdrew,1
BBB,2014B,625581,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-87.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,40.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625619,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-88.0,0.0,0.0,0.0,0.0,0.0,12,21.0,4.0,5.0,0.0,0,30.0,False,False,False,False,low|moderate|none|none|withdrew,1
BBB,2014B,625713,F,South East Region,Lower Than A Level,20-30%,35-55,0,120,N,Fail,-43.0,,10.0,63.1,0.3,2.0,12,204.0,34.0,7.0,0.8333333333333334,1,20.0,False,True,True,False,medium|broad|complete|mostly_late|persisted,1
BBB,2014B,625724,M,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,-73.0,,10.0,83.4,0.4,2.0,12,2102.0,193.0,9.0,0.8333333333333334,1,10.0,False,True,False,False,high|broad|complete|mostly_late|persisted,0
BBB,2014B,625751,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-50.0,-10.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,50.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625768,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-81.0,,7.0,66.85714285714286,0.42857142857142855,2.0,12,75.0,5.0,6.0,0.5833333333333334,1,20.0,False,True,True,False,low|broad|partial|mostly_late|persisted,1
BBB,2014B,625816,F,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-66.0,,11.0,72.9090909090909,0.5454545454545454,2.0,12,2947.0,109.0,8.0,0.9166666666666666,1,20.0,False,True,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625833,F,East Anglian Region,No Formal quals,40-50%,0-35,0,60,N,Distinction,-52.0,,11.0,87.63636363636364,0.5454545454545454,2.0,12,724.0,59.0,8.0,0.9166666666666666,1,40.0,False,False,False,False,high|broad|complete|mostly_on_time|persisted,0
BBB,2014B,625834,F,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-87.0,-7.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,80.0,False,False,True,False,none|none|none|none|withdrew,1
BBB,2014B,625853,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-72.0,,1.0,63.0,0.0,1.0,12,29.0,4.0,5.0,0.08333333333333333,1,10.0,False,True,False,False,low|moderate|partial|mostly_late|persisted,1
BBB,2014B,625857,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-82.0,145.0,6.0,84.83333333333333,0.3333333333333333,2.0,12,812.0,58.0,7.0,0.5,0,30.0,False,False,True,False,high|broad|partial|mostly_late|withdrew,1
